purchase_id,purchase_date,product_id,product_price,service_tax,comission_value,has_coupon,discount,refund,cancelled,chargeback
191550583,2020-05-26,399463467,"1,488.00",178.56,"1,309.44",0,0,0,1,1
934303268,2022-05-08,897822682,73.00,8.76,64.24,0,0,0,0,0
583688855,2021-12-04,218834610,780.00,78,702.00,0,0,0,0,0
868806398,2021-05-01,251959622,"1,520.00",152,"1,368.00",0,0,0,0,0
445696596,2022-07-01,260868848,640.00,96,544.00,0,0,0,0,0
381675835,2022-11-13,897822682,73.00,8.76,64.24,0,0,0,0,0
853410969,2022-03-24,899309605,52.00,6.24,45.76,0,0,0,0,0
187958405,2021-05-25,897822682,73.00,8.76,64.24,0,0,0,0,0
467791735,2022-07-09,234382743,30.00,3,27.00,0,0,0,0,0
515444509,2021-11-26,817310632,56.00,5.6,39.20,1,0.2,0,1,0
828347735,2021-01-18,983844542,650.00,65,585.00,0,0,0,0,0
480624574,2022-01-16,399974968,45.00,5.4,35.10,1,0.1,0,0,0
270607364,2021-11-02,780973554,950.00,95,855.00,0,0,0,0,0
296859466,2022-11-13,489748266,"1,000.00",120,880.00,0,0,1,0,0
358500909,2022-12-24,338359603,57.00,5.7,45.60,1,0.1,0,0,0
458636895,2021-05-08,585809781,830.00,83,747.00,0,0,0,0,0
275385609,2022-11-13,868415522,"1,120.00",112,896.00,1,0.1,0,0,0
274458502,2022-11-20,466262361,800.00,80,720.00,0,0,1,0,0
256531745,2021-12-03,399974968,45.00,4.5,40.50,0,0,0,0,0
711682330,2021-01-28,399974968,45.00,4.5,36.00,1,0.1,0,0,0
431362972,2020-02-02,642907827,630.00,63,567.00,0,0,0,0,0
554856976,2022-04-02,218834610,780.00,93.6,686.40,0,0,0,0,0
921911699,2022-07-28,338359603,57.00,8.55,48.45,0,0,0,0,0
654204594,2021-09-21,399974968,45.00,4.5,40.50,0,0,0,0,0
794764372,2021-07-16,325563626,660.00,66,594.00,0,0,1,0,0
771849671,2020-01-09,489748266,"1,000.00",100,900.00,0,0,1,0,0
705177967,2020-06-21,338359603,57.00,6.84,50.16,0,0,0,0,0
488415205,2021-01-14,275653577,48.00,5.76,42.24,0,0,1,0,0
686635577,2022-02-12,260868848,640.00,76.8,563.20,0,0,0,0,0
549421441,2022-05-08,541916844,670.00,80.4,589.60,0,0,0,0,0
706743711,2021-04-14,585809781,830.00,99.6,647.40,1,0.1,0,0,0
461744168,2023-02-03,899309605,52.00,5.2,41.60,1,0.1,0,0,0
752901515,2022-06-20,489748266,"1,000.00",100,900.00,0,0,0,0,0
437472482,2021-12-19,253458328,560.00,67.2,492.80,0,0,0,1,0
759312517,2022-03-25,844949729,390.00,39,351.00,0,0,0,0,0
694714796,2021-02-15,489748266,"1,000.00",100,900.00,0,0,0,0,0
697893347,2022-05-30,275653577,48.00,5.76,42.24,0,0,0,0,0
252468440,2020-11-28,275653577,48.00,5.76,37.44,1,0.1,0,1,0
785589277,2022-02-26,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,1
267851722,2021-12-12,897822682,73.00,7.3,65.70,0,0,0,0,0
384888486,2021-11-14,817310632,56.00,5.6,39.20,1,0.2,0,0,0
582972961,2022-07-16,218834610,780.00,78,702.00,0,0,0,0,0
962885702,2022-08-18,899309605,52.00,5.2,46.80,0,0,0,0,0
283304861,2021-10-27,253458328,560.00,56,504.00,0,0,0,0,0
844435873,2022-03-05,275653577,48.00,4.8,43.20,0,0,0,0,0
307335422,2022-12-27,899309605,52.00,5.2,41.60,1,0.1,0,0,0
195474177,2021-11-20,780973554,950.00,95,855.00,0,0,1,0,0
379499866,2022-03-01,399974968,45.00,6.75,38.25,0,0,0,0,0
589638321,2020-07-05,343411650,49.00,4.9,44.10,0,0,0,0,0
735412203,2021-11-30,399974968,45.00,4.5,40.50,0,0,0,1,1
621477739,2022-01-02,338359603,57.00,6.84,50.16,0,0,1,0,0
469755865,2021-05-13,983844542,650.00,97.5,422.50,1,0.2,0,0,0
528604634,2021-12-11,343411650,49.00,4.9,44.10,0,0,0,0,0
909855728,2022-07-10,399974968,45.00,4.5,40.50,0,0,0,1,0
392708360,2021-11-20,399463467,"1,488.00",178.56,"1,309.44",0,0,0,0,0
501740372,2021-12-08,897822682,73.00,8.76,64.24,0,0,0,0,0
268557760,2020-12-20,844949729,390.00,39,312.00,1,0.1,0,0,0
765451636,2022-06-16,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
469187806,2020-06-29,903828613,590.00,88.5,501.50,0,0,0,0,0
168168299,2022-12-02,253458328,560.00,56,504.00,0,0,0,0,0
369523870,2022-04-19,897822682,73.00,10.95,54.75,1,0.1,0,0,0
559351617,2021-07-05,399974968,45.00,4.5,40.50,0,0,1,0,0
475329678,2020-03-18,489748266,"1,000.00",100,700.00,1,0.2,0,0,0
183440951,2021-12-12,218834610,780.00,78,702.00,0,0,0,0,0
314883439,2020-10-11,234382743,30.00,3,27.00,0,0,0,0,0
939555618,2020-04-04,399974968,45.00,4.5,40.50,0,0,0,0,0
344208966,2020-12-11,399974968,45.00,4.5,36.00,1,0.1,0,0,0
170615486,2020-02-17,489748266,"1,000.00",100,600.00,1,0.3,0,0,0
188938368,2022-01-24,897822682,73.00,7.3,58.40,1,0.1,0,0,0
655479669,2022-02-15,899309605,52.00,6.24,45.76,0,0,0,0,0
805375436,2022-04-28,899309605,52.00,5.2,36.40,1,0.2,1,0,0
597984670,2020-10-20,489748266,"1,000.00",100,800.00,1,0.1,0,0,0
248918545,2022-05-16,899309605,52.00,5.2,46.80,0,0,0,0,0
707236633,2021-09-10,868415522,"1,120.00",134.4,873.60,1,0.1,0,0,0
543823573,2022-11-25,253458328,560.00,56,448.00,1,0.1,0,1,0
204664426,2022-12-03,868415522,"1,120.00",112,784.00,1,0.2,0,1,0
752222637,2022-01-29,489748266,"1,000.00",100,900.00,0,0,0,0,0
643816441,2022-04-15,489748266,"1,000.00",100,900.00,0,0,0,0,0
511460975,2022-06-03,343411650,49.00,7.35,41.65,0,0,0,1,0
606706640,2020-08-16,399974968,45.00,5.4,39.60,0,0,0,0,0
338758255,2021-03-05,325563626,660.00,79.2,580.80,0,0,0,0,0
520467405,2020-01-18,489748266,"1,000.00",100,800.00,1,0.1,0,0,0
214898964,2021-10-06,868415522,"1,120.00",112,"1,008.00",0,0,0,0,0
668439320,2022-02-07,897822682,73.00,8.76,64.24,0,0,0,0,0
610827859,2020-04-04,325563626,660.00,66,594.00,0,0,0,0,0
910585663,2022-02-11,218834610,780.00,93.6,686.40,0,0,0,0,0
534228396,2021-09-10,218834610,780.00,78,546.00,1,0.2,0,0,0
771342600,2021-11-21,897822682,73.00,8.76,64.24,0,0,0,0,0
336494891,2020-09-17,260868848,640.00,64,384.00,1,0.3,0,0,0
938265684,2021-11-07,780973554,950.00,114,646.00,1,0.2,0,0,0
646607462,2021-07-08,218834610,780.00,78,546.00,1,0.2,0,0,0
257730509,2021-08-21,489748266,"1,000.00",100,600.00,1,0.3,0,0,0
241185685,2022-06-28,275653577,48.00,4.8,43.20,0,0,0,0,0
894764891,2020-04-25,489748266,"1,000.00",100,900.00,0,0,0,0,0
175436278,2021-02-09,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
295270681,2020-12-05,348532296,680.00,68,544.00,1,0.1,0,0,0
180320824,2022-04-06,338359603,57.00,8.55,31.35,1,0.3,1,0,0
766932248,2022-09-17,899309605,52.00,5.2,46.80,0,0,0,0,0
934189624,2022-01-01,613311395,680.00,68,612.00,0,0,0,0,0
747869666,2022-11-25,858972318,"1,300.00",130,"1,170.00",0,0,0,1,0
534985405,2022-07-11,399974968,45.00,4.5,40.50,0,0,0,0,0
508955394,2020-04-09,218834610,780.00,78,702.00,0,0,0,0,0
544722669,2022-12-05,780973554,950.00,114,836.00,0,0,0,0,0
880960334,2020-10-27,399463467,"1,488.00",178.56,"1,309.44",0,0,0,0,0
477329659,2022-04-18,897822682,73.00,7.3,65.70,0,0,0,0,0
704872476,2022-11-22,489748266,"1,000.00",120,580.00,1,0.3,0,0,0
418927533,2022-08-27,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
339942304,2022-02-21,264261718,560.00,84,476.00,0,0,0,0,0
688600748,2020-07-10,957182963,968.00,96.8,871.20,0,0,0,0,0
228963913,2022-12-21,399974968,45.00,5.4,35.10,1,0.1,0,0,0
309873211,2022-10-15,489748266,"1,000.00",100,900.00,0,0,0,0,0
220713738,2020-12-21,218834610,780.00,78,702.00,0,0,0,0,0
805419240,2021-09-05,399974968,45.00,4.5,40.50,0,0,0,0,0
644800505,2022-03-03,399974968,45.00,5.4,35.10,1,0.1,0,0,0
509639585,2022-08-30,324917616,90.00,9,81.00,0,0,0,1,0
175795397,2022-10-17,234382743,30.00,3,27.00,0,0,1,0,1
458411593,2021-10-24,338359603,57.00,5.7,45.60,1,0.1,0,1,1
887434608,2022-12-23,253458328,560.00,56,504.00,0,0,0,0,0
668393437,2022-07-15,253458328,560.00,56,448.00,1,0.1,0,0,0
922298236,2022-01-11,338359603,57.00,8.55,48.45,0,0,0,0,0
666752303,2020-09-28,338359603,57.00,6.84,44.46,1,0.1,0,1,0
452744679,2021-12-05,234382743,30.00,3,27.00,0,0,0,0,0
635714971,2021-09-10,253458328,560.00,56,504.00,0,0,1,0,0
349190237,2022-02-08,897822682,73.00,10.95,62.05,0,0,0,0,0
910863392,2022-11-14,899309605,52.00,5.2,46.80,0,0,0,0,0
858842383,2020-11-21,399974968,45.00,4.5,40.50,0,0,0,0,0
858640557,2021-11-20,489748266,"1,000.00",100,900.00,0,0,0,0,0
507722860,2021-11-30,922284793,546.00,65.52,480.48,0,0,0,0,0
939635730,2022-11-14,251959622,"1,520.00",152,"1,368.00",0,0,0,1,0
939635730,2022-11-14,251959622,"1,520.00",152,"1,368.00",0,0,0,1,0
939635730,2022-11-14,251959622,"1,520.00",152,"1,368.00",0,0,0,1,0
355230181,2020-03-29,957182963,968.00,96.8,774.40,1,0.1,0,0,0
455727430,2022-01-18,897822682,73.00,7.3,65.70,0,0,0,0,0
582623792,2021-11-18,780973554,950.00,95,665.00,1,0.2,0,0,0
489967205,2020-07-06,218834610,780.00,78,702.00,0,0,1,0,0
923474320,2022-01-23,399974968,45.00,5.4,35.10,1,0.1,0,0,0
286641358,2021-11-09,780973554,950.00,95,855.00,0,0,0,0,0
780698532,2022-07-14,218834610,780.00,78,624.00,1,0.1,0,0,0
484794809,2020-07-20,495666716,"1,612.00",193.44,"1,257.36",1,0.1,0,0,0
437543454,2021-01-23,719732475,"1,984.00",238.08,"1,745.92",0,0,0,0,0
743241349,2020-12-12,399974968,45.00,4.5,31.50,1,0.2,0,0,0
872513934,2022-12-21,399974968,45.00,5.4,35.10,1,0.1,0,0,0
712428644,2021-02-20,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
935320933,2022-12-03,719732475,"1,984.00",238.08,"1,547.52",1,0.1,0,0,0
308346945,2020-06-24,983844542,650.00,97.5,422.50,1,0.2,0,0,0
289498792,2022-08-15,399974968,45.00,4.5,40.50,0,0,0,1,0
946303266,2022-02-15,899309605,52.00,6.24,45.76,0,0,0,0,0
900778429,2021-02-22,922284793,546.00,54.6,382.20,1,0.2,0,0,0
457378542,2022-12-18,264261718,560.00,56,448.00,1,0.1,0,1,0
234433390,2022-03-19,399974968,45.00,5.4,30.60,1,0.2,0,0,0
581504571,2020-09-14,399974968,45.00,6.75,29.25,1,0.2,0,0,0
353541966,2021-01-01,844949729,390.00,39,312.00,1,0.1,0,0,0
276555616,2022-08-14,922284793,546.00,81.9,464.10,0,0,0,0,0
662676546,2020-07-17,399974968,45.00,4.5,40.50,0,0,1,0,0
449226828,2022-11-17,817310632,56.00,6.72,32.48,1,0.3,0,0,0
504492390,2022-01-16,234382743,30.00,3,27.00,0,0,0,0,0
191894477,2022-09-12,780973554,950.00,114,836.00,0,0,0,0,0
491547484,2020-08-10,957182963,968.00,145.2,629.20,1,0.2,0,0,0
372258399,2021-11-08,253458328,560.00,56,504.00,0,0,0,0,0
500180222,2020-11-11,338359603,57.00,6.84,50.16,0,0,0,0,0
609708457,2021-01-22,489748266,"1,000.00",100,900.00,0,0,0,1,0
217883197,2021-11-21,324917616,90.00,9,81.00,0,0,0,0,1
827911245,2022-12-31,399974968,45.00,4.5,40.50,0,0,1,0,0
580394346,2022-11-12,899309605,52.00,6.24,45.76,0,0,0,0,0
398692744,2021-12-31,817310632,56.00,8.4,42.00,1,0.1,0,0,0
614502330,2021-09-20,868415522,"1,120.00",112,784.00,1,0.2,0,0,0
642740883,2020-07-17,399974968,45.00,4.5,40.50,0,0,0,0,0
652975442,2021-08-14,541916844,670.00,80.4,522.60,1,0.1,0,0,1
736336216,2022-02-06,817310632,56.00,6.72,43.68,1,0.1,0,0,0
655826845,2020-03-29,399974968,45.00,5.4,26.10,1,0.3,0,1,0
357229293,2021-09-20,983844542,650.00,65,585.00,0,0,0,0,0
197753660,2020-05-19,399463467,"1,488.00",178.56,"1,309.44",0,0,0,0,0
248763466,2022-01-08,253458328,560.00,56,504.00,0,0,1,0,0
220215297,2021-10-22,218834610,780.00,93.6,686.40,0,0,0,0,0
951793937,2022-06-12,399974968,45.00,5.4,39.60,0,0,0,0,0
317586601,2020-12-22,399974968,45.00,5.4,39.60,0,0,0,0,0
721869606,2021-12-04,897822682,73.00,7.3,65.70,0,0,0,0,0
876784493,2020-06-02,399463467,"1,488.00",148.8,"1,041.60",1,0.2,0,0,0
484676472,2022-01-27,541916844,670.00,67,536.00,1,0.1,0,0,0
495237918,2022-02-26,489748266,"1,000.00",100,600.00,1,0.3,0,0,0
792663221,2022-10-12,899309605,52.00,7.8,44.20,0,0,0,0,0
521494271,2020-01-12,489748266,"1,000.00",100,900.00,0,0,0,0,0
463398643,2022-12-13,234382743,30.00,3,21.00,1,0.2,0,0,0
452848708,2022-04-17,899309605,52.00,5.2,41.60,1,0.1,0,0,0
947633388,2022-08-21,983844542,650.00,65,585.00,0,0,0,0,0
216394236,2022-09-03,489748266,"1,000.00",150,750.00,1,0.1,1,0,0
400816461,2021-11-21,399974968,45.00,5.4,39.60,0,0,1,0,0
371444943,2021-07-25,897822682,73.00,7.3,65.70,0,0,0,0,0
752392646,2022-11-19,343411650,49.00,4.9,34.30,1,0.2,0,0,0
730453367,2022-12-21,899309605,52.00,6.24,45.76,0,0,0,0,0
376189487,2021-02-24,466262361,800.00,80,480.00,1,0.3,0,0,0
590288378,2022-06-26,957182963,968.00,96.8,871.20,0,0,0,0,0
385255335,2022-10-14,545252229,210.00,21,189.00,0,0,0,0,0
894227847,2021-01-30,719732475,"1,984.00",297.6,"1,686.40",0,0,1,0,0
871618722,2021-12-10,399974968,45.00,4.5,40.50,0,0,0,0,0
285399507,2022-07-04,343411650,49.00,5.88,43.12,0,0,0,0,0
220821548,2022-11-12,489748266,"1,000.00",120,780.00,1,0.1,0,0,0
955606276,2022-03-15,489748266,"1,000.00",120,780.00,1,0.1,0,0,0
546929480,2021-11-19,348532296,680.00,68,544.00,1,0.1,0,0,0
783649800,2022-02-19,899309605,52.00,6.24,45.76,0,0,0,0,0
770908741,2020-12-15,844949729,390.00,39,351.00,0,0,0,1,0
955468699,2021-04-13,399974968,45.00,4.5,40.50,0,0,0,1,1
333277449,2020-04-25,957182963,968.00,96.8,871.20,0,0,0,0,0
489301889,2022-02-20,348532296,680.00,68,612.00,0,0,0,0,0
400900247,2020-11-14,399463467,"1,488.00",148.8,"1,041.60",1,0.2,0,0,0
449808980,2022-05-08,275653577,48.00,4.8,43.20,0,0,0,0,0
260898581,2020-01-31,399974968,45.00,5.4,39.60,0,0,0,0,0
258971237,2021-07-22,275653577,48.00,4.8,38.40,1,0.1,0,0,0
517762927,2020-07-08,903828613,590.00,59,531.00,0,0,0,0,1
948363636,2022-01-01,489748266,"1,000.00",100,900.00,0,0,0,0,0
610614608,2022-02-23,541916844,670.00,67,603.00,0,0,0,0,0
921769855,2022-01-12,328762963,520.00,52,468.00,0,0,0,1,1
810297209,2022-11-01,899309605,52.00,6.24,45.76,0,0,0,1,0
337884324,2021-09-12,844949729,390.00,46.8,304.20,1,0.1,0,0,0
555720200,2020-11-29,275653577,48.00,4.8,33.60,1,0.2,0,0,0
953846676,2022-12-15,489748266,"1,000.00",100,800.00,1,0.1,0,0,0
176938410,2020-08-15,399974968,45.00,4.5,36.00,1,0.1,0,0,0
